,Unnamed: 0,a_ID,CEP,ano_ingresso,periodo_ingresso,status,ano_disciplina,periodo_disciplina,nota,disciplina_ID,status.disciplina,full-name
1369,1369,250,59075750,2014,1,CANCELADO,2014,1,5.9,5,Aprovado,FUNDAMENTOS MATEMÁTICOS DA COMPUTAÇÃO I
1370,1370,219,0,2014,1,TRANCADO,2014,1,1.1,5,Reprovado,FUNDAMENTOS MATEMÁTICOS DA COMPUTAÇÃO I
1371,1371,219,0,2014,1,TRANCADO,2015,1,2.5,5,Reprovado,FUNDAMENTOS MATEMÁTICOS DA COMPUTAÇÃO I
1372,1372,151,59032230,2014,1,CONCLUIDO,2014,1,7.7,5,Aprovado,FUNDAMENTOS MATEMÁTICOS DA COMPUTAÇÃO I
1373,1373,152,59150220,2014,1,ATIVO,2014,2,4.6,5,Reprovado,FUNDAMENTOS MATEMÁTICOS DA COMPUTAÇÃO I
1374,1374,152,59150220,2014,1,ATIVO,2015,1,6.6,5,Aprovado,FUNDAMENTOS MATEMÁTICOS DA COMPUTAÇÃO I
1375,1375,153,59064320,2014,1,ATIVO,2014,2,2.4,5,Reprovado,FUNDAMENTOS MATEMÁTICOS DA COMPUTAÇÃO I
1376,1376,153,59064320,2014,1,ATIVO,2015,1,3.4,5,Reprovado,FUNDAMENTOS MATEMÁTICOS DA COMPUTAÇÃO I
1377,1377,154,59086360,2014,1,ATIVO,2014,2,5.9,5,Aprovado,FUNDAMENTOS MATEMÁTICOS DA COMPUTAÇÃO I
1378,1378,155,59343000,2014,1,ATIVO,2014,2,0.8,5,Reprovado,FUNDAMENTOS MATEMÁTICOS DA COMPUTAÇÃO I
1379,1379,155,59343000,2014,1,ATIVO,2015,1,6.7,5,Aprovado,FUNDAMENTOS MATEMÁTICOS DA COMPUTAÇÃO I
1380,1380,156,59374000,2014,1,ATIVO,2014,2,3.3,5,Reprovado,FUNDAMENTOS MATEMÁTICOS DA COMPUTAÇÃO I
1381,1381,156,59374000,2014,1,ATIVO,2015,1,4.4,5,Reprovado,FUNDAMENTOS MATEMÁTICOS DA COMPUTAÇÃO I
1382,1382,157,59056140,2014,1,ATIVO,2014,2,1.2,5,Reprovado,FUNDAMENTOS MATEMÁTICOS DA COMPUTAÇÃO I
1383,1383,157,59056140,2014,1,ATIVO,2015,1,1.2,5,Reprovado,FUNDAMENTOS MATEMÁTICOS DA COMPUTAÇÃO I
1384,1384,158,59153150,2014,1,ATIVO,2015,2,5.5,5,Aprovado,FUNDAMENTOS MATEMÁTICOS DA COMPUTAÇÃO I
1385,1385,222,0,2014,1,CANCELADO,2016,2,10.0,5,Aprovado,FUNDAMENTOS MATEMÁTICOS DA COMPUTAÇÃO I
1386,1386,159,46400000,2014,1,CANCELADO,2014,2,1.0,5,Reprovado,FUNDAMENTOS MATEMÁTICOS DA COMPUTAÇÃO I
1387,1387,160,59122390,2014,1,ATIVO,2015,1,8.0,5,Aprovado,FUNDAMENTOS MATEMÁTICOS DA COMPUTAÇÃO I
1388,1388,161,59082190,2014,1,CANCELADO,2014,2,0.2,5,Reprovado,FUNDAMENTOS MATEMÁTICOS DA COMPUTAÇÃO I
1389,1389,162,59030470,2014,1,ATIVO,2014,2,7.9,5,Aprovado,FUNDAMENTOS MATEMÁTICOS DA COMPUTAÇÃO I
1390,1390,163,59072610,2014,1,TRANCADO,2015,1,3.8,5,Reprovado,FUNDAMENTOS MATEMÁTICOS DA COMPUTAÇÃO I
1391,1391,163,59072610,2014,1,TRANCADO,2015,2,2.1,5,Reprovado,FUNDAMENTOS MATEMÁTICOS DA COMPUTAÇÃO I
1392,1392,163,59072610,2014,1,TRANCADO,2016,2,1.2,5,Reprovado,FUNDAMENTOS MATEMÁTICOS DA COMPUTAÇÃO I
1393,1393,223,59607250,2014,1,CANCELADO,2014,1,0.0,5,Reprovado,FUNDAMENTOS MATEMÁTICOS DA COMPUTAÇÃO I
1394,1394,164,59050110,2014,1,CANCELADO,2014,2,0.9,5,Reprovado,FUNDAMENTOS MATEMÁTICOS DA COMPUTAÇÃO I
1395,1395,164,59050110,2014,1,CANCELADO,2015,1,1.0,5,Reprovado,FUNDAMENTOS MATEMÁTICOS DA COMPUTAÇÃO I
1396,1396,165,59106114,2014,1,ATIVO,2014,2,5.3,5,Aprovado,FUNDAMENTOS MATEMÁTICOS DA COMPUTAÇÃO I
1397,1397,166,59114253,2014,1,ATIVO,2014,2,5.0,5,Aprovado,FUNDAMENTOS MATEMÁTICOS DA COMPUTAÇÃO I
1398,1398,167,59200000,2014,1,CANCELADO,2014,2,0.6,5,Reprovado,FUNDAMENTOS MATEMÁTICOS DA COMPUTAÇÃO I
1399,1399,169,59347000,2014,1,CANCELADO,2014,2,6.6,5,Aprovado,FUNDAMENTOS MATEMÁTICOS DA COMPUTAÇÃO I
1400,1400,0,59015430,2014,1,CANCELADO,2014,2,1.0,6,Reprovado,
1401,1401,0,59015430,2014,1,CANCELADO,2015,1,0.0,6,Reprovado,
1402,1402,1,59073120,2014,1,CANCELADO,2014,2,1.8,6,Reprovado,
1403,1403,2,59072580,2014,1,ATIVO,2014,2,3.4,6,Reprovado,
1404,1404,2,59072580,2014,1,ATIVO,2015,1,0.6,6,Reprovado,
1405,1405,2,59072580,2014,1,ATIVO,2015,2,6.4,6,Aprovado,
1406,1406,3,59088150,2014,1,ATIVO,2014,2,5.8,6,Aprovado,
1407,1407,4,59064245,2014,1,CANCELADO,2014,2,4.7,6,Reprovado,
1408,1408,4,59064245,2014,1,CANCELADO,2015,1,0.0,6,Reprovado,
1409,1409,5,59112430,2014,1,ATIVO,2014,2,7.6,6,Aprovado,
1410,1410,170,59151400,2014,1,CANCELADO,2016,1,1.5,6,Reprovado,
1411,1411,172,59078040,2014,1,FORMANDO,2014,2,10.0,6,Aprovado,
1412,1412,6,59152780,2014,1,CANCELADO,2014,2,4.2,6,Reprovado,
1413,1413,6,59152780,2014,1,CANCELADO,2015,1,0.7,6,Reprovado,
1414,1414,7,59020330,2014,1,ATIVO,2016,1,0.0,6,Reprovado,
1415,1415,9,59145510,2014,1,CANCELADO,2014,2,7.3,6,Aprovado,
1416,1416,10,59075260,2014,1,CANCELADO,2014,2,5.2,6,Aprovado,
1417,1417,12,59547000,2014,1,ATIVO,2014,2,5.3,6,Aprovado,
1418,1418,13,59082180,2014,1,CANCELADO,2014,2,6.0,6,Aprovado,
1419,1419,14,59150500,2014,1,ATIVO,2014,2,5.0,6,Aprovado,
1420,1420,16,59810000,2014,1,ATIVO,2014,2,9.7,6,Aprovado,
1421,1421,17,59115190,2014,1,TRANCADO,2016,1,0.0,6,Reprovado,
1422,1422,18,59050350,2014,1,CANCELADO,2014,2,7.8,6,Aprovado,
1423,1423,19,59086300,2014,1,CANCELADO,2015,2,0.0,6,Reprovado,
1424,1424,20,59090620,2014,1,ATIVO,2014,2,1.7,6,Reprovado,
1425,1425,20,59090620,2014,1,ATIVO,2015,1,0.0,6,Reprovado,
1426,1426,21,59324000,2014,1,ATIVO,2014,2,10.0,6,Aprovado,
1427,1427,22,59054550,2014,1,CANCELADO,2014,2,3.0,6,Reprovado,
1428,1428,23,59070750,2014,2,ATIVO,2015,1,0.0,6,Reprovado,
1429,1429,24,59280000,2014,1,CANCELADO,2014,2,5.7,6,Aprovado,
1430,1430,232,59060370,2014,1,CANCELADO,2014,1,1.7,6,Reprovado,
1431,1431,25,59115685,2014,1,ATIVO,2014,1,4.0,6,Reprovado,
1432,1432,25,59115685,2014,1,ATIVO,2016,2,2.7,6,Reprovado,
1433,1433,26,59290000,2014,1,ATIVO,2014,2,1.7,6,Reprovado,
1434,1434,26,59290000,2014,1,ATIVO,2015,2,0.2,6,Reprovado,
1435,1435,26,59290000,2014,1,ATIVO,2016,1,0.2,6,Reprovado,
1436,1436,27,59040240,2014,1,ATIVO,2015,2,7.4,6,Aprovado,
1437,1437,28,59149356,2014,1,CANCELADO,2015,2,0.0,6,Reprovado,
1438,1438,29,59063280,2014,1,CANCELADO,2015,1,0.0,6,Reprovado,
1439,1439,30,59094300,2014,1,ATIVO,2014,2,7.0,6,Aprovado,
1440,1440,233,59080460,2014,1,CANCELADO,2014,2,5.0,6,Aprovado,
1441,1441,31,59020400,2014,1,ATIVO,2015,2,9.5,6,Aprovado,
1442,1442,33,59122495,2014,1,ATIVO,2014,2,6.8,6,Aprovado,
1443,1443,34,51011480,2014,1,ATIVO,2014,2,7.2,6,Aprovado,
1444,1444,35,59068310,2014,1,CANCELADO,2014,2,5.1,6,Aprovado,
1445,1445,37,59037250,2014,1,ATIVO,2014,2,4.3,6,Reprovado,
1446,1446,37,59037250,2014,1,ATIVO,2016,2,0.0,6,Reprovado,
1447,1447,38,59124090,2014,1,ATIVO,2014,2,6.5,6,Aprovado,
1448,1448,39,59090310,2014,1,ATIVO,2015,1,0.0,6,Reprovado,
1449,1449,39,59090310,2014,1,ATIVO,2016,1,0.5,6,Reprovado,
1450,1450,39,59090310,2014,1,ATIVO,2016,2,2.3,6,Reprovado,
1451,1451,180,59141180,2014,1,CANCELADO,2014,1,2.8,6,Reprovado,
1452,1452,41,59151250,2014,1,ATIVO,2014,2,7.6,6,Aprovado,
1453,1453,42,59347000,2014,1,ATIVO,2014,2,7.6,6,Aprovado,
1454,1454,43,59145580,2014,1,CANCELADO,2014,2,5.3,6,Aprovado,
1455,1455,45,59650000,2014,1,ATIVO,2014,2,9.0,6,Aprovado,
1456,1456,46,59094390,2014,1,CANCELADO,2014,2,0.3,6,Reprovado,
1457,1457,46,59094390,2014,1,CANCELADO,2015,1,0.0,6,Reprovado,
1458,1458,46,59094390,2014,1,CANCELADO,2015,2,0.0,6,Reprovado,
1459,1459,48,59150160,2014,1,ATIVO,2014,2,5.0,6,Aprovado,
1460,1460,49,59074120,2014,1,CANCELADO,2015,1,0.0,6,Reprovado,
1461,1461,50,59073143,2014,1,CANCELADO,2014,2,2.0,6,Reprovado,
1462,1462,182,59153155,2014,1,FORMANDO,2014,2,10.0,6,Aprovado,
1463,1463,51,59460000,2014,1,CANCELADO,2014,2,8.0,6,Aprovado,
1464,1464,52,59120520,2014,1,CANCELADO,2014,2,0.0,6,Reprovado,
1465,1465,53,59068570,2014,1,CANCELADO,2015,1,0.0,6,Reprovado,
1466,1466,54,59037390,2014,1,ATIVO,2015,1,0.0,6,Reprovado,
1467,1467,54,59037390,2014,1,ATIVO,2016,2,2.0,6,Reprovado,
1468,1468,55,59082070,2014,1,ATIVO,2014,2,5.0,6,Aprovado,
1469,1469,56,59114020,2014,1,CANCELADO,2014,2,2.7,6,Reprovado,
1470,1470,56,59114020,2014,1,CANCELADO,2015,1,0.0,6,Reprovado,
1471,1471,57,59149300,2014,1,ATIVO,2014,2,5.5,6,Aprovado,
1472,1472,58,59073140,2014,1,CONCLUIDO,2014,2,7.4,6,Aprovado,
1473,1473,59,59150300,2014,1,CANCELADO,2014,2,5.0,6,Aprovado,
1474,1474,61,59151400,2014,1,ATIVO,2014,2,7.7,6,Aprovado,
1475,1475,62,59090500,2014,1,ATIVO,2014,2,9.0,6,Aprovado,
1476,1476,63,59115555,2014,1,ATIVO,2014,2,8.7,6,Aprovado,
1477,1477,64,59141300,2014,1,ATIVO,2014,2,5.5,6,Aprovado,
1478,1478,65,59014020,2014,1,CANCELADO,2015,1,0.3,6,Reprovado,
1479,1479,65,59014020,2014,1,CANCELADO,2015,2,2.3,6,Reprovado,
1480,1480,65,59014020,2014,1,CANCELADO,2016,1,1.2,6,Reprovado,
1481,1481,67,59132694,2014,1,CANCELADO,2014,2,0.3,6,Reprovado,
1482,1482,68,85980000,2014,1,CANCELADO,2015,1,0.0,6,Reprovado,
1483,1483,188,59151400,2014,1,ATIVO,2014,2,9.1,6,Aprovado,
1484,1484,69,53240210,2014,1,ATIVO,2016,1,3.3,6,Reprovado,
1485,1485,70,59022500,2014,1,ATIVO,2014,2,7.0,6,Aprovado,
1486,1486,71,59062530,2014,1,ATIVO,2014,2,6.2,6,Aprovado,
1487,1487,72,59054220,2014,1,ATIVO,2014,2,7.2,6,Aprovado,
1488,1488,74,6321200,2014,1,ATIVO,2014,2,8.1,6,Aprovado,
1489,1489,75,59062570,2014,1,TRANCADO,2014,2,7.0,6,Aprovado,
1490,1490,76,59075100,2014,1,TRANCADO,2014,2,4.5,6,Reprovado,
1491,1491,76,59075100,2014,1,TRANCADO,2015,2,0.0,6,Reprovado,
1492,1492,79,59590000,2014,1,FORMANDO,2014,2,10.0,6,Aprovado,
1493,1493,80,59290000,2014,1,ATIVO,2014,2,5.3,6,Aprovado,
1494,1494,81,59149390,2014,1,CANCELADO,2014,2,5.2,6,Aprovado,
1495,1495,82,59080370,2014,1,CANCELADO,2014,2,0.7,6,Reprovado,
1496,1496,83,59148323,2014,1,ATIVO,2014,2,6.1,6,Aprovado,
1497,1497,84,59149150,2014,1,CANCELADO,2015,1,0.0,6,Reprovado,
1498,1498,194,59078410,2014,1,FORMANDO,2014,2,8.8,6,Aprovado,
1499,1499,86,59145810,2014,1,ATIVO,2015,1,7.2,6,Aprovado,
1500,1500,87,59082210,2014,1,ATIVO,2014,2,6.8,6,Aprovado,
1501,1501,88,59082100,2014,1,CANCELADO,2016,1,1.2,6,Reprovado,
1502,1502,90,59215970,2014,1,ATIVO,2014,2,4.5,6,Reprovado,
1503,1503,90,59215970,2014,1,ATIVO,2015,1,2.6,6,Reprovado,
1504,1504,90,59215970,2014,1,ATIVO,2016,1,7.0,6,Aprovado,
1505,1505,92,59900000,2014,1,ATIVO,2014,2,8.3,6,Aprovado,
1506,1506,93,59108245,2014,1,ATIVO,2014,2,5.7,6,Aprovado,
1507,1507,94,59080115,2014,1,CANCELADO,2015,1,0.7,6,Reprovado,
1508,1508,95,59132310,2014,1,ATIVO,2014,2,5.2,6,Aprovado,
1509,1509,98,59124000,2014,1,ATIVO,2014,2,5.0,6,Aprovado,
1510,1510,100,59110610,2014,1,TRANCADO,2014,2,1.3,6,Reprovado,
1511,1511,100,59110610,2014,1,TRANCADO,2015,1,0.0,6,Reprovado,
1512,1512,100,59110610,2014,1,TRANCADO,2016,1,0.3,6,Reprovado,
1513,1513,100,59110610,2014,1,TRANCADO,2016,2,0.1,6,Reprovado,
1514,1514,101,58401718,2014,1,ATIVO,2016,1,1.5,6,Reprovado,
1515,1515,101,58401718,2014,1,ATIVO,2016,2,0.0,6,Reprovado,
1516,1516,196,59155775,2014,1,ATIVO,2014,2,4.3,6,Reprovado,
1517,1517,196,59155775,2014,1,ATIVO,2015,2,5.3,6,Aprovado,
1518,1518,103,59152600,2014,1,ATIVO,2014,2,5.5,6,Aprovado,
1519,1519,197,59086005,2014,1,ATIVO,2014,2,6.8,6,Aprovado,
1520,1520,106,0,2014,1,CANCELADO,2014,2,5.0,6,Aprovado,
1521,1521,107,59012570,2014,1,TRANCADO,2016,1,0.0,6,Reprovado,
1522,1522,107,59012570,2014,1,TRANCADO,2016,2,0.0,6,Reprovado,
1523,1523,198,0,2014,1,ATIVO,2014,2,5.5,6,Aprovado,
1524,1524,108,59020030,2014,1,ATIVO,2014,2,5.2,6,Aprovado,
1525,1525,109,59114660,2014,1,CANCELADO,2014,2,2.3,6,Reprovado,
1526,1526,109,59114660,2014,1,CANCELADO,2015,1,0.9,6,Reprovado,
1527,1527,110,59075190,2014,1,ATIVO,2014,2,4.7,6,Reprovado,
1528,1528,110,59075190,2014,1,ATIVO,2015,1,0.0,6,Reprovado,
1529,1529,110,59075190,2014,1,ATIVO,2016,2,5.7,6,Aprovado,
1530,1530,111,59056180,2014,1,ATIVO,2014,2,5.3,6,Aprovado,
1531,1531,112,59152070,2014,1,ATIVO,2014,2,4.0,6,Reprovado,
1532,1532,112,59152070,2014,1,ATIVO,2015,1,0.3,6,Reprovado,
1533,1533,112,59152070,2014,1,ATIVO,2015,2,7.3,6,Aprovado,
1534,1534,199,59152600,2014,1,FORMADO,2014,1,9.4,6,Aprovado,
1535,1535,200,59161050,2014,1,FORMANDO,2014,2,8.4,6,Aprovado,
1536,1536,114,59075810,2014,1,CANCELADO,2014,2,8.2,6,Aprovado,
1537,1537,115,59400000,2014,1,ATIVO,2015,1,0.8,6,Reprovado,
1538,1538,115,59400000,2014,1,ATIVO,2015,2,9.9,6,Aprovado,
1539,1539,251,59086430,2014,1,CANCELADO,2014,1,0.0,6,Reprovado,
1540,1540,204,63900000,2014,1,ATIVO,2016,2,0.0,6,Reprovado,
1541,1541,118,59075710,2014,1,CANCELADO,2014,2,2.3,6,Reprovado,
1542,1542,118,59075710,2014,1,CANCELADO,2015,1,0.1,6,Reprovado,
1543,1543,119,59075010,2014,1,CANCELADO,2014,2,6.2,6,Aprovado,
1544,1544,120,59065030,2014,1,ATIVO,2014,2,7.2,6,Aprovado,
1545,1545,121,59162000,2014,1,ATIVO,2014,2,6.2,6,Aprovado,
1546,1546,206,59290000,2014,1,CANCELADO,2015,1,1.0,6,Reprovado,
1547,1547,122,59082370,2014,1,CANCELADO,2014,2,5.0,6,Aprovado,
1548,1548,123,59030180,2014,1,ATIVO,2015,1,8.9,6,Aprovado,
1549,1549,124,59070620,2014,1,CANCELADO,2015,2,0.2,6,Reprovado,
1550,1550,124,59070620,2014,1,CANCELADO,2016,1,0.0,6,Reprovado,
1551,1551,125,59140840,2014,1,ATIVO,2014,2,8.2,6,Aprovado,
1552,1552,127,59280000,2014,1,TRANCADO,2014,2,3.8,6,Reprovado,
1553,1553,127,59280000,2014,1,TRANCADO,2015,1,0.8,6,Reprovado,
1554,1554,127,59280000,2014,1,TRANCADO,2016,1,5.3,6,Aprovado,
1555,1555,128,59290000,2014,1,ATIVO,2014,2,5.0,6,Aprovado,
1556,1556,129,59123700,2014,1,ATIVO,2014,2,6.0,6,Aprovado,
1557,1557,130,59110400,2014,1,ATIVO,2014,2,5.0,6,Aprovado,
1558,1558,131,59310000,2014,1,ATIVO,2014,2,8.1,6,Aprovado,
1559,1559,132,59064230,2014,1,ATIVO,2014,2,3.5,6,Reprovado,
1560,1560,132,59064230,2014,1,ATIVO,2015,1,0.1,6,Reprovado,
1561,1561,210,59380000,2014,1,ATIVO,2014,2,5.2,6,Aprovado,
1562,1562,211,59066020,2014,1,FORMADO,2014,2,8.7,6,Aprovado,
1563,1563,133,5163000,2014,1,ATIVO,2014,2,7.0,6,Aprovado,
1564,1564,136,59650000,2014,1,ATIVO,2014,2,9.2,6,Aprovado,
1565,1565,137,59122080,2014,1,ATIVO,2014,2,6.6,6,Aprovado,
1566,1566,140,59080040,2014,1,TRANCADO,2014,2,6.2,6,Aprovado,
1567,1567,141,59052220,2014,1,FORMANDO,2014,1,8.4,6,Aprovado,
1568,1568,142,59138490,2014,1,CANCELADO,2015,1,0.1,6,Reprovado,
1569,1569,142,59138490,2014,1,CANCELADO,2015,2,0.2,6,Reprovado,
1570,1570,142,59138490,2014,1,CANCELADO,2016,1,0.2,6,Reprovado,
1571,1571,252,59114420,2014,1,CANCELADO,2015,2,0.0,6,Reprovado,
1572,1572,143,59012060,2014,1,CANCELADO,2014,2,0.0,6,Reprovado,
1573,1573,143,59012060,2014,1,CANCELADO,2016,1,0.0,6,Reprovado,
1574,1574,144,59070340,2014,1,FORMANDO,2014,2,8.7,6,Aprovado,
1575,1575,145,59148783,2014,1,ATIVO,2015,1,8.1,6,Aprovado,
1576,1576,146,59150666,2014,1,ATIVO,2014,2,7.5,6,Aprovado,
1577,1577,147,59500000,2014,1,ATIVO,2014,2,6.2,6,Aprovado,
1578,1578,149,59108000,2014,1,CANCELADO,2014,2,6.3,6,Aprovado,
1579,1579,219,0,2014,1,TRANCADO,2014,2,3.0,6,Reprovado,
1580,1580,219,0,2014,1,TRANCADO,2015,1,0.3,6,Reprovado,
1581,1581,152,59150220,2014,1,ATIVO,2014,2,7.2,6,Aprovado,
1582,1582,153,59064320,2014,1,ATIVO,2014,2,7.0,6,Aprovado,
1583,1583,154,59086360,2014,1,ATIVO,2014,2,7.2,6,Aprovado,
1584,1584,155,59343000,2014,1,ATIVO,2014,2,6.2,6,Aprovado,
1585,1585,156,59374000,2014,1,ATIVO,2014,2,5.0,6,Aprovado,
1586,1586,157,59056140,2014,1,ATIVO,2014,2,5.2,6,Aprovado,
1587,1587,158,59153150,2014,1,ATIVO,2014,2,5.2,6,Aprovado,
1588,1588,159,46400000,2014,1,CANCELADO,2014,2,1.5,6,Reprovado,
1589,1589,160,59122390,2014,1,ATIVO,2015,1,7.5,6,Aprovado,
1590,1590,161,59082190,2014,1,CANCELADO,2015,2,0.2,6,Reprovado,
1591,1591,162,59030470,2014,1,ATIVO,2014,2,8.2,6,Aprovado,
1592,1592,163,59072610,2014,1,TRANCADO,2014,2,5.4,6,Aprovado,
1593,1593,164,59050110,2014,1,CANCELADO,2014,2,5.9,6,Aprovado,
1594,1594,165,59106114,2014,1,ATIVO,2014,2,6.6,6,Aprovado,
1595,1595,166,59114253,2014,1,ATIVO,2014,2,6.5,6,Aprovado,
1596,1596,167,59200000,2014,1,CANCELADO,2014,2,0.7,6,Reprovado,
1597,1597,168,59280000,2014,1,CANCELADO,2016,1,0.6,6,Reprovado,
1598,1598,168,59280000,2014,1,CANCELADO,2016,2,0.4,6,Reprovado,
1599,1599,169,59347000,2014,1,CANCELADO,2014,2,9.7,6,Aprovado,
1600,1600,253,59510000,2015,1,ATIVO,2015,2,8.3,0,Aprovado,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO
1601,1601,254,59151250,2015,1,CANCELADO,2015,2,1.5,0,Reprovado,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO
1602,1602,254,59151250,2015,1,CANCELADO,2016,1,5.9,0,Aprovado,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO
1603,1603,255,59082100,2015,1,CANCELADO,2015,2,1.0,0,Reprovado,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO
1604,1604,255,59082100,2015,1,CANCELADO,2016,1,3.1,0,Reprovado,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO
1605,1605,256,0,2015,2,TRANCADO,2016,1,8.3,0,Aprovado,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO
1606,1606,257,59080520,2015,1,ATIVO,2015,2,1.0,0,Reprovado,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO
1607,1607,257,59080520,2015,1,ATIVO,2016,1,5.5,0,Aprovado,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO
1608,1608,258,59040240,2015,1,CANCELADO,2015,2,1.4,0,Reprovado,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO
1609,1609,259,59173000,2015,1,ATIVO,2015,2,9.5,0,Aprovado,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO
1610,1610,260,59080460,2015,1,ATIVO,2015,2,3.4,0,Reprovado,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO
1611,1611,260,59080460,2015,1,ATIVO,2016,1,1.5,0,Reprovado,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO
1612,1612,260,59080460,2015,1,ATIVO,2016,2,1.0,0,Reprovado,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO
1613,1613,261,59518000,2015,1,ATIVO,2015,2,7.1,0,Aprovado,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO
1614,1614,262,0,2015,2,ATIVO,2016,1,7.4,0,Aprovado,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO
1615,1615,263,59318000,2015,1,ATIVO,2015,2,0.3,0,Reprovado,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO
1616,1616,263,59318000,2015,1,ATIVO,2016,2,0.5,0,Reprovado,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO
1617,1617,264,59374000,2015,1,ATIVO,2015,2,8.9,0,Aprovado,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO
1618,1618,265,59065290,2015,2,ATIVO,2016,1,1.6,0,Reprovado,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO
1619,1619,265,59065290,2015,2,ATIVO,2016,2,6.5,0,Aprovado,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO
1620,1620,266,59255000,2015,1,ATIVO,2015,2,1.0,0,Reprovado,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO
1621,1621,266,59255000,2015,1,ATIVO,2016,1,5.5,0,Aprovado,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO
1622,1622,267,59082160,2015,1,ATIVO,2015,1,8.9,0,Aprovado,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO
1623,1623,268,59182000,2015,2,ATIVO,2016,1,5.8,0,Aprovado,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO
1624,1624,269,59570000,2015,2,ATIVO,2015,2,1.8,0,Reprovado,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO
1625,1625,270,59190000,2015,1,ATIVO,2015,2,1.5,0,Reprovado,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO
1626,1626,270,59190000,2015,1,ATIVO,2016,1,6.9,0,Aprovado,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO
1627,1627,271,59122262,2015,2,ATIVO,2016,1,4.9,0,Reprovado,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO
1628,1628,271,59122262,2015,2,ATIVO,2016,2,8.7,0,Aprovado,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO
1629,1629,272,59151250,2015,1,ATIVO,2015,2,6.6,0,Aprovado,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO
1630,1630,273,59300000,2015,1,ATIVO,2015,2,7.3,0,Aprovado,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO
1631,1631,274,0,2015,2,TRANCADO,2016,1,2.8,0,Reprovado,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO
1632,1632,275,59149280,2015,1,ATIVO,2015,2,0.0,0,Reprovado,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO
1633,1633,275,59149280,2015,1,ATIVO,2016,1,3.5,0,Reprovado,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO
1634,1634,275,59149280,2015,1,ATIVO,2016,2,5.3,0,Aprovado,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO
1635,1635,276,59140500,2015,1,ATIVO,2015,2,2.2,0,Reprovado,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO
1636,1636,276,59140500,2015,1,ATIVO,2016,1,4.2,0,Reprovado,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO
1637,1637,276,59140500,2015,1,ATIVO,2016,2,5.2,0,Aprovado,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO
1638,1638,277,59068130,2015,1,ATIVO,2015,2,5.4,0,Aprovado,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO
1639,1639,278,59570000,2015,2,ATIVO,2016,1,0.8,0,Reprovado,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO
1640,1640,278,59570000,2015,2,ATIVO,2016,2,6.7,0,Aprovado,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO
1641,1641,279,59151427,2015,2,ATIVO,2016,1,3.4,0,Reprovado,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO
