,a_ID,CEP,ano_ingresso,periodo_ingresso,status,ano_disciplina,periodo_disciplina,nota,disciplina_ID,status.disciplina,enem-matematica,enem-nota,enem-redacao,enen-nota
2499,308,59585000,2015,1,ATIVO,2016,1,5,3,Aprovado,2234,0,520,660
2500,309,59145760,2015,1,ATIVO,2016,2,5.4,3,Aprovado,2133,0,520,623
2501,311,59062257,2015,1,TRANCADO,2016,1,0,3,Reprovado,1924,0,720,642
2502,312,59575000,2015,2,ATIVO,2016,2,0,3,Reprovado,1887,0,500,564
2503,313,59080090,2015,2,ATIVO,2016,1,0,3,Reprovado,1447,0,640,571
2504,313,59080090,2015,2,ATIVO,2016,2,0,3,Reprovado,1447,0,640,571
2505,314,59072820,2015,1,ATIVO,2015,2,1.7,3,Reprovado,2119,0,520,629
2506,314,59072820,2015,1,ATIVO,2016,1,0.1,3,Reprovado,2119,0,520,629
2507,314,59072820,2015,1,ATIVO,2016,2,0.5,3,Reprovado,2119,0,520,629
2508,316,59141065,2015,1,ATIVO,2016,2,0.5,3,Reprovado,1986,0,520,607
2509,317,59015400,2015,1,ATIVO,2015,2,3.4,3,Reprovado,2154,0,680,660
2510,317,59015400,2015,1,ATIVO,2016,1,0.5,3,Reprovado,2154,0,680,660
2511,317,59015400,2015,1,ATIVO,2016,2,3.6,3,Reprovado,2154,0,680,660
2512,320,59650000,2015,2,ATIVO,2016,1,0.1,3,Reprovado,1994,0,660,634
2513,321,59091100,2015,1,ATIVO,2015,2,8.7,3,Aprovado,2659,0,560,735
2514,322,59032158,2015,1,ATIVO,2015,2,6.3,3,Aprovado,2110,0,580,662
2515,323,59575000,2015,1,ATIVO,2015,2,1.1,3,Reprovado,1800,0,680,611
2516,324,59031150,2015,1,ATIVO,2016,2,0,3,Reprovado,2110,0,580,649
2517,325,59600200,2015,2,ATIVO,2016,1,0,3,Reprovado,1953,0,540,598
2518,325,59600200,2015,2,ATIVO,2016,2,0.7,3,Reprovado,1953,0,540,598
2519,326,59080480,2015,2,ATIVO,2016,1,0.2,3,Reprovado,1760,0,760,613
2520,327,59078180,2015,2,ATIVO,2016,1,0.2,3,Reprovado,1648,0,660,605
2521,327,59078180,2015,2,ATIVO,2016,2,1.7,3,Reprovado,1648,0,660,605
2522,328,59072570,2015,1,ATIVO,2015,2,6,3,Aprovado,1867,0,620,606
2523,329,59140355,2015,2,ATIVO,2016,1,6,3,Aprovado,2109,0,680,640
2524,330,59140610,2015,2,ATIVO,2016,1,0,3,Reprovado,1927,0,580,585
2525,489,59090710,2015,1,ATIVO,2015,2,5.8,3,Aprovado,2777,0,600,752
2526,331,59330000,2015,1,ATIVO,2015,2,6.4,3,Aprovado,2490,0,640,732
2527,332,59072105,2015,1,ATIVO,2015,2,1.3,3,Reprovado,2026,0,660,629
2528,333,59012330,2015,2,ATIVO,2016,1,0,3,Reprovado,1758,0,540,559
2529,333,59012330,2015,2,ATIVO,2016,2,0,3,Reprovado,1758,0,540,559
2530,334,59151000,2015,1,ATIVO,2016,1,1.6,3,Reprovado,1968,0,820,668
2531,334,59151000,2015,1,ATIVO,2016,2,1.7,3,Reprovado,1968,0,820,668
2532,335,59280000,2015,2,ATIVO,2016,1,0,3,Reprovado,1663,0,580,565
2533,335,59280000,2015,2,ATIVO,2016,2,4.1,3,Reprovado,1663,0,580,565
2534,337,0,2015,1,ATIVO,2016,1,8.5,3,Aprovado,0,0,0,
2535,338,59068650,2015,1,ATIVO,2016,1,0.9,3,Reprovado,2058,0,580,626
2536,338,59068650,2015,1,ATIVO,2016,2,1.8,3,Reprovado,2058,0,580,626
2537,494,59072800,2015,1,ATIVO,2015,2,5.5,3,Aprovado,2561,0,680,738
2538,339,59082000,2015,1,CANCELADO,2015,2,1,3,Reprovado,2239,0,600,655
2539,339,59082000,2015,1,CANCELADO,2016,1,0.7,3,Reprovado,2239,0,600,655
2540,339,59082000,2015,1,CANCELADO,2016,2,0,3,Reprovado,2239,0,600,655
2541,340,59550000,2015,1,ATIVO,2015,2,6.3,3,Aprovado,2080,0,560,629
2542,341,0,2015,2,ATIVO,2016,1,0.3,3,Reprovado,0,0,0,
2543,343,59347000,2015,2,ATIVO,2016,1,0,3,Reprovado,1437,0,740,573
2544,343,59347000,2015,2,ATIVO,2016,2,2.6,3,Reprovado,1437,0,740,573
2545,498,59075290,2015,1,CANCELADO,2016,1,0,3,Reprovado,1977,0,540,616
2546,345,59247000,2015,2,ATIVO,2016,1,0,3,Reprovado,1594,0,620,568
2547,346,59104212,2015,1,ATIVO,2015,2,4.2,3,Reprovado,2176,0,700,670
2548,346,59104212,2015,1,ATIVO,2016,1,2.9,3,Reprovado,2176,0,700,670
2549,346,59104212,2015,1,ATIVO,2016,2,5.2,3,Aprovado,2176,0,700,670
2550,347,59143455,2015,1,ATIVO,2015,2,0.2,3,Reprovado,2005,0,520,610
2551,347,59143455,2015,1,ATIVO,2016,2,2,3,Reprovado,2005,0,520,610
2552,349,59550000,2015,1,ATIVO,2015,2,7.7,3,Aprovado,2212,0,660,653
2553,350,59170000,2015,1,CANCELADO,2015,2,1.2,3,Reprovado,1727,0,600,583
2554,350,59170000,2015,1,CANCELADO,2016,1,0,3,Reprovado,1727,0,600,583
2555,350,59170000,2015,1,CANCELADO,2016,2,2.9,3,Reprovado,1727,0,600,583
2556,351,59110000,2015,2,ATIVO,2016,1,0.8,3,Reprovado,1653,0,560,540
2557,351,59110000,2015,2,ATIVO,2016,2,0.3,3,Reprovado,1653,0,560,540
2558,353,59066030,2015,1,ATIVO,2015,2,1.8,3,Reprovado,1845,0,780,654
2559,354,59106090,2015,1,ATIVO,2016,1,8.2,3,Aprovado,1697,0,740,615
2560,355,59140200,2015,1,ATIVO,2015,2,9.3,3,Aprovado,2449,0,620,699
2561,356,59072450,2015,1,ATIVO,2015,2,3.1,3,Reprovado,1931,0,700,618
2562,356,59072450,2015,1,ATIVO,2016,1,4.5,3,Reprovado,1931,0,700,618
2563,357,59178000,2015,2,ATIVO,2016,1,0.2,3,Reprovado,1881,0,640,636
2564,357,59178000,2015,2,ATIVO,2016,2,3.6,3,Reprovado,1881,0,640,636
2565,359,59148360,2015,1,ATIVO,2015,2,8.7,3,Aprovado,2234,0,780,714
2566,546,59064530,2015,2,CANCELADO,2016,1,0,3,Reprovado,2106,0,640,623
2567,546,59064530,2015,2,CANCELADO,2016,2,0,3,Reprovado,2106,0,640,623
2568,360,59135760,2015,1,CANCELADO,2015,2,0,3,Reprovado,2243,0,600,655
2569,361,59086650,2015,1,ATIVO,2016,2,1.6,3,Reprovado,1840,0,680,635
2570,363,59138180,2015,2,ATIVO,2016,1,0.6,3,Reprovado,1791,0,660,622
2571,363,59138180,2015,2,ATIVO,2016,2,2.5,3,Reprovado,1791,0,660,622
2572,365,59148450,2015,1,ATIVO,2016,2,5.5,3,Aprovado,2128,0,840,690
2573,367,59120390,2015,2,CANCELADO,2016,1,0,3,Reprovado,1593,0,620,546
2574,368,59020110,2015,2,ATIVO,2016,1,0.6,3,Reprovado,1992,0,640,623
2575,368,59020110,2015,2,ATIVO,2016,2,2,3,Reprovado,1992,0,640,623
2576,369,97050023,2015,2,TRANCADO,2016,1,1.6,3,Reprovado,2031,0,660,635
2577,369,97050023,2015,2,TRANCADO,2016,2,2.8,3,Reprovado,2031,0,660,635
2578,370,59380000,2015,1,ATIVO,2015,2,0.3,3,Reprovado,2088,0,640,655
2579,370,59380000,2015,1,ATIVO,2016,1,0.5,3,Reprovado,2088,0,640,655
2580,373,59114230,2015,2,ATIVO,2016,1,0.1,3,Reprovado,1590,0,640,577
2581,373,59114230,2015,2,ATIVO,2016,2,0.9,3,Reprovado,1590,0,640,577
2582,374,59148333,2015,2,ATIVO,2016,1,0,3,Reprovado,1802,0,820,605
2583,374,59148333,2015,2,ATIVO,2016,2,0,3,Reprovado,1802,0,820,605
2584,375,59094520,2015,2,TRANCADO,2016,1,0,3,Reprovado,1961,0,520,604
2585,375,59094520,2015,2,TRANCADO,2016,2,0,3,Reprovado,1961,0,520,604
2586,376,51020011,2015,2,TRANCADO,2016,1,1.7,3,Reprovado,1777,0,560,562
2587,376,51020011,2015,2,TRANCADO,2016,2,4.3,3,Reprovado,1777,0,560,562
2588,377,59125110,2015,1,ATIVO,2015,2,0.2,3,Reprovado,1904,0,640,594
2589,377,59125110,2015,1,ATIVO,2016,1,0.1,3,Reprovado,1904,0,640,594
2590,377,59125110,2015,1,ATIVO,2016,2,0,3,Reprovado,1904,0,640,594
2591,505,59076725,2015,1,ATIVO,2015,2,5.3,3,Aprovado,2251,0,760,721
2592,379,59132120,2015,1,CANCELADO,2016,1,0,3,Reprovado,1950,0,760,663
2593,380,59120260,2015,2,ATIVO,2016,1,0,3,Reprovado,2136,0,580,621
2594,380,59120260,2015,2,ATIVO,2016,2,2.5,3,Reprovado,2136,0,580,621
2595,381,59150330,2015,2,ATIVO,2016,1,0,3,Reprovado,1578,0,720,608
2596,381,59150330,2015,2,ATIVO,2016,2,0,3,Reprovado,1578,0,720,608
2597,383,59092200,2015,1,ATIVO,2016,2,0,3,Reprovado,1984,0,680,636
2598,384,0,2015,2,CANCELADO,2016,1,3.3,3,Reprovado,0,0,0,
2599,384,0,2015,2,CANCELADO,2016,2,8.8,3,Aprovado,0,0,0,
2600,385,59290000,2015,1,CANCELADO,2015,2,1,3,Reprovado,1879,0,800,642
2601,385,59290000,2015,1,CANCELADO,2016,1,0.4,3,Reprovado,1879,0,800,642
2602,386,59071300,2015,1,ATIVO,2015,2,3.1,3,Reprovado,2141,0,640,651
2603,386,59071300,2015,1,ATIVO,2016,1,3,3,Reprovado,2141,0,640,651
2604,386,59071300,2015,1,ATIVO,2016,2,6,3,Aprovado,2141,0,640,651
2605,387,59151427,2015,1,ATIVO,2015,2,5.4,3,Aprovado,2272,0,740,700
2606,388,59570000,2015,1,ATIVO,2015,2,5,3,Aprovado,2446,0,620,661
2607,391,59086320,2015,1,ATIVO,2015,2,7.2,3,Aprovado,2025,0,840,679
2608,392,59515000,2015,2,ATIVO,2016,1,2.1,3,Reprovado,1738,0,580,567
2609,392,59515000,2015,2,ATIVO,2016,2,4,3,Reprovado,1738,0,580,567
2610,393,60025062,2015,1,ATIVO,2015,2,8.2,3,Aprovado,2385,0,560,697
2611,395,59144276,2015,1,ATIVO,2015,2,1.2,3,Reprovado,1972,0,500,581
2612,395,59144276,2015,1,ATIVO,2016,1,1.4,3,Reprovado,1972,0,500,581
2613,395,59144276,2015,1,ATIVO,2016,2,5.7,3,Aprovado,1972,0,500,581
2614,396,59078110,2015,2,ATIVO,2016,1,5.8,3,Aprovado,2155,0,520,642
2615,397,59132430,2015,2,ATIVO,2016,1,0,3,Reprovado,1999,0,620,634
2616,397,59132430,2015,2,ATIVO,2016,2,5.5,3,Aprovado,1999,0,620,634
2617,398,59073250,2015,1,ATIVO,2015,2,3,3,Reprovado,2135,0,640,652
2618,398,59073250,2015,1,ATIVO,2016,1,3.2,3,Reprovado,2135,0,640,652
2619,398,59073250,2015,1,ATIVO,2016,2,6.4,3,Aprovado,2135,0,640,652
2620,399,59270000,2015,1,ATIVO,2015,2,1.5,3,Reprovado,1963,0,600,604
2621,399,59270000,2015,1,ATIVO,2016,1,5,3,Aprovado,1963,0,600,604
2622,400,59088760,2015,1,ATIVO,2015,2,1.2,3,Reprovado,2221,0,560,654
2623,400,59088760,2015,1,ATIVO,2016,1,0.8,3,Reprovado,2221,0,560,654
2624,401,59064330,2015,1,CANCELADO,2016,1,0,3,Reprovado,2313,0,560,655
2625,403,59090320,2015,1,ATIVO,2015,2,0.3,3,Reprovado,1954,0,680,622
2626,403,59090320,2015,1,ATIVO,2016,1,0,3,Reprovado,1954,0,680,622
2627,403,59090320,2015,1,ATIVO,2016,2,1.3,3,Reprovado,1954,0,680,622
2628,404,18682430,2015,1,CANCELADO,2015,2,0,3,Reprovado,2066,0,520,634
2629,406,59042050,2015,1,ATIVO,2015,2,5.4,3,Aprovado,2299,0,640,654
2630,407,59151903,2015,1,ATIVO,2015,2,7.1,3,Aprovado,2270,0,700,682
2631,408,59122120,2015,1,ATIVO,2015,2,2.1,3,Reprovado,1993,0,800,670
2632,409,59071140,2015,1,ATIVO,2016,1,6.5,3,Aprovado,2030,0,720,644
2633,410,59014040,2015,1,ATIVO,2015,2,4.1,3,Reprovado,2112,0,840,673
2634,410,59014040,2015,1,ATIVO,2016,1,7.1,3,Aprovado,2112,0,840,673
2635,411,59064500,2015,1,ATIVO,2015,2,6.4,3,Aprovado,2205,0,800,704
2636,412,59150350,2015,1,ATIVO,2015,2,5,3,Aprovado,2087,0,720,672
2637,522,59020240,2015,1,ATIVO,2015,2,1.2,3,Reprovado,2523,0,840,748
2638,522,59020240,2015,1,ATIVO,2016,1,5,3,Aprovado,2523,0,840,748
2639,413,59140120,2015,1,CANCELADO,2015,2,1.2,3,Reprovado,1886,0,540,612
2640,523,59012490,2015,1,CANCELADO,2015,2,0.3,3,Reprovado,2108,0,720,662
2641,414,59010670,2015,1,ATIVO,2015,2,0,3,Reprovado,1891,0,920,646
2642,415,59120070,2015,2,TRANCADO,2016,1,1.1,3,Reprovado,1842,0,740,635
2643,416,59037000,2015,2,ATIVO,2016,1,0,3,Reprovado,1362,0,620,507
2644,525,59139290,2015,1,ATIVO,2015,2,9.5,3,Aprovado,2100,0,580,644
2645,418,59575000,2015,2,ATIVO,2016,1,0,3,Reprovado,1547,0,680,555
2646,418,59575000,2015,2,ATIVO,2016,2,0,3,Reprovado,1547,0,680,555
2647,419,59628608,2015,2,ATIVO,2016,2,0.8,3,Reprovado,1994,0,620,622
2648,420,59152623,2015,1,CANCELADO,2015,2,3,3,Reprovado,2235,0,800,708
2649,420,59152623,2015,1,CANCELADO,2016,1,1.5,3,Reprovado,2235,0,800,708
2650,421,59078460,2015,1,TRANCADO,2016,1,0,3,Reprovado,1882,0,640,615
2651,422,59022500,2015,1,CANCELADO,2015,2,0.8,3,Reprovado,2123,0,880,695
2652,422,59022500,2015,1,CANCELADO,2016,1,0,3,Reprovado,2123,0,880,695
2653,423,59570000,2015,1,ATIVO,2015,2,0.3,3,Reprovado,1842,0,600,589
2654,425,59590000,2015,2,ATIVO,2016,1,0.2,3,Reprovado,1833,0,600,597
2655,427,0,2015,2,ATIVO,2016,1,5.2,3,Aprovado,0,0,0,
2656,428,59146415,2015,1,CANCELADO,2015,2,0,3,Reprovado,1861,0,580,572
2657,428,59146415,2015,1,CANCELADO,2016,1,0,3,Reprovado,1861,0,580,572
2658,430,59054530,2015,1,ATIVO,2015,2,7,3,Aprovado,1789,0,780,649
2659,431,59145630,2015,2,ATIVO,2016,1,2.3,3,Reprovado,1955,0,560,601
2660,431,59145630,2015,2,ATIVO,2016,2,5,3,Aprovado,1955,0,560,601
2661,433,59052700,2015,1,CANCELADO,2015,2,1.1,3,Reprovado,1980,0,580,599
2662,433,59052700,2015,1,CANCELADO,2016,1,5.1,3,Aprovado,1980,0,580,599
2663,434,59072150,2015,1,ATIVO,2015,2,6.2,3,Aprovado,1961,0,720,663
2664,435,59995000,2015,1,ATIVO,2015,2,1.6,3,Reprovado,2070,0,800,661
2665,436,59015350,2015,1,CANCELADO,2015,2,0.3,3,Reprovado,1947,0,800,645
2666,437,59144375,2015,2,ATIVO,2016,1,6,3,Aprovado,1897,0,660,604
2667,438,59082160,2015,1,ATIVO,2015,2,6.6,3,Aprovado,2145,0,800,691
2668,439,59550000,2015,1,ATIVO,2015,2,2.2,3,Reprovado,1887,0,560,579
2669,440,59141280,2015,2,ATIVO,2016,1,0,3,Reprovado,1727,0,560,575
2670,440,59141280,2015,2,ATIVO,2016,2,2,3,Reprovado,1727,0,560,575
2671,441,59300000,2015,1,ATIVO,2015,2,9.6,3,Aprovado,2372,0,700,711
2672,444,59073272,2015,1,ATIVO,2016,2,5.2,3,Aprovado,1969,0,640,639
2673,541,59108300,2015,1,ATIVO,2015,2,9.9,3,Aprovado,2678,0,780,773
2674,447,59155470,2015,2,ATIVO,2016,1,6.8,3,Aprovado,1777,0,600,575
2675,448,59140710,2015,1,ATIVO,2015,2,2.9,3,Reprovado,1871,0,680,604
2676,448,59140710,2015,1,ATIVO,2016,1,5.1,3,Aprovado,1871,0,680,604
2677,450,59290000,2015,2,ATIVO,2016,1,6.9,3,Aprovado,1874,0,600,592
2678,451,59125335,2015,1,ATIVO,2016,1,2.3,3,Reprovado,2206,0,620,635
2679,451,59125335,2015,1,ATIVO,2016,2,5.3,3,Aprovado,2206,0,620,635
2680,452,12710520,2015,1,ATIVO,2015,2,4.5,3,Reprovado,2200,0,780,705
2681,452,12710520,2015,1,ATIVO,2016,1,0.5,3,Reprovado,2200,0,780,705
2682,454,59125370,2015,1,ATIVO,2015,2,7.4,3,Aprovado,2074,0,720,668
2683,455,59062195,2015,1,ATIVO,2015,2,5.2,3,Aprovado,2344,0,620,680
2684,456,59078050,2015,1,ATIVO,2015,2,8.3,3,Aprovado,2369,0,740,713
2685,253,59510000,2015,1,ATIVO,2015,2,6.7,4,Aprovado,2166,0,780,682
2686,254,59151250,2015,1,CANCELADO,2015,2,1.4,4,Reprovado,2434,0,540,664
2687,254,59151250,2015,1,CANCELADO,2016,1,1.5,4,Reprovado,2434,0,540,664
2688,255,59082100,2015,1,CANCELADO,2015,2,7.4,4,Aprovado,2131,0,700,649
2689,457,59042250,2015,1,ATIVO,2016,1,5.3,4,Aprovado,1962,0,600,592
2690,256,0,2015,2,TRANCADO,2016,1,7.4,4,Aprovado,0,0,0,
2691,550,59032390,2015,1,ATIVO,2015,2,6.1,4,Aprovado,1776,0,680,603
2692,458,59054060,2015,1,ATIVO,2015,2,5.8,4,Aprovado,2291,0,520,672
2693,257,59080520,2015,1,ATIVO,2015,2,5.5,4,Aprovado,2184,0,600,644
2694,258,59040240,2015,1,CANCELADO,2015,2,2.2,4,Reprovado,2019,0,580,627
2695,459,59129280,2015,1,ATIVO,2015,2,6.7,4,Aprovado,2233,0,680,666
2696,259,59173000,2015,1,ATIVO,2015,2,6.4,4,Aprovado,2109,0,720,650
2697,260,59080460,2015,1,ATIVO,2015,2,5.1,4,Aprovado,2267,0,840,697
2698,262,0,2015,2,ATIVO,2016,1,5.2,4,Aprovado,0,0,0,
2699,263,59318000,2015,1,ATIVO,2016,1,5.9,4,Aprovado,2176,0,600,615
2700,264,59374000,2015,1,ATIVO,2015,2,6.9,4,Aprovado,1645,0,700,607
2701,265,59065290,2015,2,ATIVO,2016,1,4.5,4,Reprovado,619,0,680,620
2702,265,59065290,2015,2,ATIVO,2017,1,1.3,4,Reprovado,619,0,680,620
2703,266,59255000,2015,1,ATIVO,2015,2,7.9,4,Aprovado,2091,0,560,617
2704,267,59082160,2015,1,ATIVO,2015,2,7.2,4,Aprovado,2126,0,600,657
2705,461,59056300,2015,1,ATIVO,2015,2,6.6,4,Aprovado,2162,0,640,644
2706,268,59182000,2015,2,ATIVO,2016,1,5.5,4,Aprovado,1815,0,600,602
2707,270,59190000,2015,1,ATIVO,2015,2,5.4,4,Aprovado,1966,0,540,616
2708,462,0,2015,2,TRANCADO,2016,1,8.1,4,Aprovado,0,0,0,
2709,271,59122262,2015,2,ATIVO,2016,1,7.1,4,Aprovado,1636,0,500,568
2710,272,59151250,2015,1,ATIVO,2015,2,6.8,4,Aprovado,1894,0,620,622
2711,463,59066800,2015,1,ATIVO,2015,2,7.4,4,Aprovado,2349,0,600,684
2712,273,59300000,2015,1,ATIVO,2015,2,6.7,4,Aprovado,1762,0,500,556
2713,274,0,2015,2,TRANCADO,2016,1,7.5,4,Aprovado,0,0,0,
2714,464,59138150,2015,1,ATIVO,2016,1,5.6,4,Aprovado,1960,0,560,617
2715,275,59149280,2015,1,ATIVO,2016,1,5.5,4,Aprovado,2277,0,520,655
2716,276,59140500,2015,1,ATIVO,2015,2,6.7,4,Aprovado,2015,0,540,597
2717,277,59068130,2015,1,ATIVO,2015,2,7,4,Aprovado,2079,0,680,671
2718,465,59570000,2015,1,ATIVO,2015,2,5.9,4,Aprovado,1778,0,680,624
2719,278,59570000,2015,2,ATIVO,2016,1,6,4,Aprovado,1951,0,560,590
2720,466,59062350,2015,1,ATIVO,2015,2,6.8,4,Aprovado,2325,0,580,722
2721,279,59151427,2015,2,ATIVO,2016,1,3.1,4,Reprovado,1992,0,580,621
2722,279,59151427,2015,2,ATIVO,2016,2,5.1,4,Aprovado,1992,0,580,621
2723,467,52110000,2015,2,ATIVO,2017,1,1.9,4,Reprovado,2040,0,560,626
2724,280,59070140,2015,1,ATIVO,2015,2,8.2,4,Aprovado,1870,0,680,623
2725,281,59148760,2015,1,ATIVO,2015,2,5.8,4,Aprovado,1999,0,560,594
2726,282,59115190,2015,1,ATIVO,2015,2,5.9,4,Aprovado,1967,0,920,686
2727,283,12723000,2015,1,CANCELADO,2016,1,6.8,4,Aprovado,2170,0,940,729
2728,468,59010070,2015,2,ATIVO,2016,1,6,4,Aprovado,1427,0,580,508
2729,284,0,2015,1,ATIVO,2016,2,6.4,4,Aprovado,0,0,0,
2730,285,59140020,2015,1,ATIVO,2015,2,7.8,4,Aprovado,2082,0,720,660
2731,286,59067330,2015,1,ATIVO,2015,2,8,4,Aprovado,2150,0,760,684
2732,287,59086640,2015,1,ATIVO,2015,2,5.4,4,Aprovado,2339,0,720,696
2733,288,59088040,2015,1,TRANCADO,2015,2,7.7,4,Aprovado,2322,0,640,703
2734,289,59032240,2015,1,ATIVO,2015,2,7.8,4,Aprovado,2395,0,560,669
2735,290,59151480,2015,2,ATIVO,2016,1,5.3,4,Aprovado,1954,0,600,611
2736,291,59173000,2015,1,ATIVO,2015,2,6,4,Aprovado,2077,0,560,623
2737,292,59078220,2015,1,ATIVO,2016,1,6.8,4,Aprovado,2208,0,720,696
2738,293,0,2015,2,ATIVO,2016,1,8.3,4,Aprovado,0,0,0,
2739,470,59035470,2015,1,ATIVO,2017,1,1.9,4,Reprovado,1791,0,740,632
2740,473,59173000,2015,1,CANCELADO,2015,2,6,4,Aprovado,1861,0,760,620
2741,474,0,2015,1,CONCLUIDO,2015,2,7,4,Aprovado,0,0,0,
2742,295,59136180,2015,2,ATIVO,2016,1,4.9,4,Reprovado,1573,0,520,545
2743,295,59136180,2015,2,ATIVO,2017,1,4.2,4,Reprovado,1573,0,520,545
2744,296,0,2015,2,ATIVO,2016,1,5.6,4,Aprovado,0,0,0,
2745,478,59078970,2015,1,ATIVO,2015,2,6,4,Aprovado,1701,0,720,625
2746,298,59020620,2015,2,TRANCADO,2016,1,7.9,4,Aprovado,1858,0,560,608
2747,299,59585000,2015,1,TRANCADO,2015,2,8.6,4,Aprovado,2082,0,640,643
2748,300,59150570,2015,1,ATIVO,2015,2,7,4,Aprovado,2412,0,740,717
2749,301,59131340,2015,1,ATIVO,2015,2,5.8,4,Aprovado,1747,0,540,565
2750,551,59151390,2015,1,ATIVO,2016,1,7.1,4,Aprovado,2148,0,560,632
2751,302,59151240,2015,1,ATIVO,2015,2,7.1,4,Aprovado,1992,0,700,642
2752,303,59054560,2015,1,ATIVO,2015,2,7.9,4,Aprovado,2184,0,640,704
2753,304,59112470,2015,2,ATIVO,2016,1,3.7,4,Reprovado,1443,0,760,555
2754,304,59112470,2015,2,ATIVO,2017,1,3.5,4,Reprovado,1443,0,760,555
2755,305,59500000,2015,2,TRANCADO,2016,1,5.5,4,Aprovado,1709,0,640,575
2756,306,59151410,2015,1,ATIVO,2015,2,6.5,4,Aprovado,2022,0,780,643
2757,480,59575000,2015,1,CANCELADO,2015,2,2.1,4,Reprovado,2158,0,560,623
2758,307,59052010,2015,1,ATIVO,2015,2,6.7,4,Aprovado,1910,0,540,607
2759,308,59585000,2015,1,ATIVO,2015,2,7.6,4,Aprovado,2234,0,520,660
2760,309,59145760,2015,1,ATIVO,2015,2,5.7,4,Aprovado,2133,0,520,623
2761,311,59062257,2015,1,TRANCADO,2015,2,7,4,Aprovado,1924,0,720,642
2762,312,59575000,2015,2,ATIVO,2016,1,2.8,4,Reprovado,1887,0,500,564
2763,312,59575000,2015,2,ATIVO,2016,2,0.5,4,Reprovado,1887,0,500,564
2764,313,59080090,2015,2,ATIVO,2016,1,5,4,Aprovado,1447,0,640,571
2765,314,59072820,2015,1,ATIVO,2015,2,5,4,Aprovado,2119,0,520,629
2766,315,59080470,2015,1,ATIVO,2015,2,5.8,4,Aprovado,2122,0,580,612
2767,316,59141065,2015,1,ATIVO,2015,2,6.3,4,Aprovado,1986,0,520,607
2768,481,59151480,2015,1,ATIVO,2015,2,5.8,4,Aprovado,2093,0,640,650
2769,317,59015400,2015,1,ATIVO,2015,2,6.7,4,Aprovado,2154,0,680,660
2770,318,59072150,2015,2,ATIVO,2016,1,5.8,4,Aprovado,1679,0,680,594
2771,319,0,2015,2,ATIVO,2016,1,5.7,4,Aprovado,0,0,0,
2772,484,59074590,2015,1,TRANCADO,2016,1,6.2,4,Aprovado,2061,0,700,667
2773,486,59124230,2015,1,CONCLUIDO,2015,2,7.9,4,Aprovado,2298,0,800,710
2774,320,59650000,2015,2,ATIVO,2016,1,5.4,4,Aprovado,1994,0,660,634
2775,321,59091100,2015,1,ATIVO,2015,2,8.2,4,Aprovado,2659,0,560,735
2776,322,59032158,2015,1,ATIVO,2015,2,6.3,4,Aprovado,2110,0,580,662
2777,323,59575000,2015,1,ATIVO,2015,2,5,4,Aprovado,1800,0,680,611
2778,552,59149220,2015,1,ATIVO,2015,2,5.3,4,Aprovado,2366,0,560,685
2779,324,59031150,2015,1,ATIVO,2016,1,6.3,4,Aprovado,2110,0,580,649
2780,325,59600200,2015,2,ATIVO,2016,1,6,4,Aprovado,1953,0,540,598
2781,326,59080480,2015,2,ATIVO,2016,1,5.9,4,Aprovado,1760,0,760,613
2782,327,59078180,2015,2,ATIVO,2016,1,6.9,4,Aprovado,1648,0,660,605
2783,328,59072570,2015,1,ATIVO,2015,2,8,4,Aprovado,1867,0,620,606
2784,329,59140355,2015,2,ATIVO,2016,1,6.7,4,Aprovado,2109,0,680,640
2785,330,59140610,2015,2,ATIVO,2016,1,5.4,4,Aprovado,1927,0,580,585
2786,489,59090710,2015,1,ATIVO,2015,2,7.1,4,Aprovado,2777,0,600,752
2787,331,59330000,2015,1,ATIVO,2015,2,7.7,4,Aprovado,2490,0,640,732
2788,333,59012330,2015,2,ATIVO,2016,1,5.4,4,Aprovado,1758,0,540,559
2789,492,59076500,2015,1,ATIVO,2015,2,5.1,4,Aprovado,2117,0,560,628
2790,553,59080100,2015,1,ATIVO,2015,2,6.6,4,Aprovado,2241,0,680,673
2791,493,0,2015,1,CANCELADO,2015,2,6.8,4,Aprovado,0,0,0,
2792,335,59280000,2015,2,ATIVO,2016,1,6.7,4,Aprovado,1663,0,580,565
2793,338,59068650,2015,1,ATIVO,2015,2,7.7,4,Aprovado,2058,0,580,626
2794,494,59072800,2015,1,ATIVO,2015,2,6.5,4,Aprovado,2561,0,680,738
2795,339,59082000,2015,1,CANCELADO,2015,2,1.1,4,Reprovado,2239,0,600,655
2796,339,59082000,2015,1,CANCELADO,2016,1,5.2,4,Aprovado,2239,0,600,655
2797,495,59110680,2015,1,ATIVO,2015,2,7.6,4,Aprovado,1763,0,660,628
2798,340,59550000,2015,1,ATIVO,2015,2,8.1,4,Aprovado,2080,0,560,629
2799,341,0,2015,2,ATIVO,2016,1,8.1,4,Aprovado,0,0,0,
2800,496,59650000,2015,1,ATIVO,2015,2,7.1,4,Aprovado,635,0,560,573
2801,343,59347000,2015,2,ATIVO,2016,1,7.6,4,Aprovado,1437,0,740,573
2802,498,59075290,2015,1,CANCELADO,2015,2,6,4,Aprovado,1977,0,540,616
2803,344,59132030,2015,1,ATIVO,2015,2,5.3,4,Aprovado,1698,0,500,544
