,a_ID,CEP,ano_ingresso,periodo_ingresso,status,ano_disciplina,periodo_disciplina,nota,disciplina_ID,status.disciplina,enem-matematica,enem-nota,enem-redacao,enen-nota
1285,198,0,2014,1,ATIVO,2014,2,0.8,5,Reprovado,0,0,0,
1286,198,0,2014,1,ATIVO,2015,1,5.4,5,Aprovado,0,0,0,
1287,108,59020030,2014,1,ATIVO,2014,2,0,5,Reprovado,2265,0,640,653
1288,108,59020030,2014,1,ATIVO,2015,1,5.4,5,Aprovado,2265,0,640,653
1289,109,59114660,2014,1,CANCELADO,2014,2,0.6,5,Reprovado,2120,0,520,619
1290,109,59114660,2014,1,CANCELADO,2015,1,0.3,5,Reprovado,2120,0,520,619
1291,110,59075190,2014,1,ATIVO,2014,1,3.8,5,Reprovado,2304,0,620,692
1292,110,59075190,2014,1,ATIVO,2014,2,5.1,5,Aprovado,2304,0,620,692
1293,111,59056180,2014,1,ATIVO,2014,2,1.6,5,Reprovado,2240,0,840,688
1294,111,59056180,2014,1,ATIVO,2015,1,4.2,5,Reprovado,2240,0,840,688
1295,111,59056180,2014,1,ATIVO,2015,2,6.4,5,Aprovado,2240,0,840,688
1296,112,59152070,2014,1,ATIVO,2014,2,1.4,5,Reprovado,2276,0,540,654
1297,112,59152070,2014,1,ATIVO,2015,1,2.1,5,Reprovado,2276,0,540,654
1298,112,59152070,2014,1,ATIVO,2015,2,4.3,5,Reprovado,2276,0,540,654
1299,199,59152600,2014,1,FORMADO,2014,1,9.7,5,Aprovado,2778,0,840,847
1300,200,59161050,2014,1,FORMANDO,2014,1,7.2,5,Aprovado,2439,0,900,774
1301,201,59280000,2014,1,ATIVO,2016,2,1,5,Reprovado,2487,0,680,724
1302,114,59075810,2014,1,CANCELADO,2014,2,7.4,5,Aprovado,2099,0,800,692
1303,115,59400000,2014,1,ATIVO,2015,1,9,5,Aprovado,2064,0,820,642
1304,117,59149390,2014,1,ATIVO,2014,1,7,5,Aprovado,2329,0,580,662
1305,204,63900000,2014,1,ATIVO,2016,2,0,5,Reprovado,2060,0,680,653
1306,118,59075710,2014,1,CANCELADO,2014,2,0,5,Reprovado,2126,0,740,678
1307,246,0,2014,1,CANCELADO,2014,1,0.6,5,Reprovado,0,0,0,
1308,246,0,2014,1,CANCELADO,2016,2,0,5,Reprovado,0,0,0,
1309,119,59075010,2014,1,CANCELADO,2014,2,0,5,Reprovado,1688,0,800,612
1310,120,59065030,2014,1,ATIVO,2014,2,1.9,5,Reprovado,2110,0,660,651
1311,120,59065030,2014,1,ATIVO,2015,1,8.4,5,Aprovado,2110,0,660,651
1312,121,59162000,2014,1,ATIVO,2014,2,4,5,Reprovado,2171,0,660,643
1313,121,59162000,2014,1,ATIVO,2015,1,5,5,Aprovado,2171,0,660,643
1314,122,59082370,2014,1,CANCELADO,2014,2,7.1,5,Aprovado,803,0,520,622
1315,208,59360000,2014,1,ATIVO,2014,2,1.1,5,Reprovado,2223,0,760,674
1316,208,59360000,2014,1,ATIVO,2015,1,2.6,5,Reprovado,2223,0,760,674
1317,208,59360000,2014,1,ATIVO,2015,2,2,5,Reprovado,2223,0,760,674
1318,123,59030180,2014,1,ATIVO,2014,2,9.8,5,Aprovado,2396,0,860,740
1319,124,59070620,2014,1,CANCELADO,2014,2,0,5,Reprovado,2014,0,700,643
1320,124,59070620,2014,1,CANCELADO,2015,2,1.2,5,Reprovado,2014,0,700,643
1321,124,59070620,2014,1,CANCELADO,2016,1,1.8,5,Reprovado,2014,0,700,643
1322,125,59140840,2014,1,ATIVO,2014,1,4.5,5,Reprovado,2139,0,660,658
1323,125,59140840,2014,1,ATIVO,2014,2,7.3,5,Aprovado,2139,0,660,658
1324,126,59064720,2014,1,CANCELADO,2014,2,0.1,5,Reprovado,1766,0,840,652
1325,127,59280000,2014,1,TRANCADO,2014,2,0.5,5,Reprovado,2038,0,640,647
1326,127,59280000,2014,1,TRANCADO,2015,2,1.4,5,Reprovado,2038,0,640,647
1327,127,59280000,2014,1,TRANCADO,2016,2,1.2,5,Reprovado,2038,0,640,647
1328,128,59290000,2014,1,ATIVO,2015,1,2.8,5,Reprovado,1983,0,520,612
1329,128,59290000,2014,1,ATIVO,2016,1,5,5,Aprovado,1983,0,520,612
1330,129,59123700,2014,1,ATIVO,2014,2,1.6,5,Reprovado,671,0,560,549
1331,129,59123700,2014,1,ATIVO,2015,1,8.2,5,Aprovado,671,0,560,549
1332,130,59110400,2014,1,ATIVO,2014,2,6,5,Aprovado,2149,0,600,655
1333,131,59310000,2014,1,ATIVO,2014,2,1.4,5,Reprovado,2074,0,640,635
1334,131,59310000,2014,1,ATIVO,2015,1,5.1,5,Aprovado,2074,0,640,635
1335,132,59064230,2014,1,ATIVO,2015,1,0,5,Reprovado,1946,0,720,625
1336,210,59380000,2014,1,ATIVO,2014,2,1.2,5,Reprovado,2246,0,680,689
1337,210,59380000,2014,1,ATIVO,2015,1,1.5,5,Reprovado,2246,0,680,689
1338,210,59380000,2014,1,ATIVO,2015,2,7.2,5,Aprovado,2246,0,680,689
1339,211,59066020,2014,1,FORMADO,2014,1,9.3,5,Aprovado,2443,0,600,663
1340,133,5163000,2014,1,ATIVO,2014,2,8.6,5,Aprovado,2125,0,740,667
1341,134,0,2014,1,ATIVO,2014,1,0.3,5,Reprovado,0,0,0,
1342,134,0,2014,1,ATIVO,2014,2,5.2,5,Aprovado,0,0,0,
1343,135,59074420,2014,1,CANCELADO,2014,2,0,5,Reprovado,537,0,580,581
1344,135,59074420,2014,1,CANCELADO,2015,1,0,5,Reprovado,537,0,580,581
1345,136,59650000,2014,1,ATIVO,2014,2,7.9,5,Aprovado,2135,0,600,639
1346,137,59122080,2014,1,ATIVO,2014,2,0.9,5,Reprovado,2180,0,440,604
1347,139,59090486,2014,1,ATIVO,2015,2,0,5,Reprovado,2077,0,660,623
1348,247,59070110,2014,1,CANCELADO,2015,1,0.3,5,Reprovado,2134,0,480,635
1349,247,59070110,2014,1,CANCELADO,2015,2,0.9,5,Reprovado,2134,0,480,635
1350,247,59070110,2014,1,CANCELADO,2016,1,1,5,Reprovado,2134,0,480,635
1351,140,59080040,2014,1,TRANCADO,2014,2,0.8,5,Reprovado,2016,0,720,637
1352,140,59080040,2014,1,TRANCADO,2015,1,4.8,5,Reprovado,2016,0,720,637
1353,140,59080040,2014,1,TRANCADO,2015,2,5.8,5,Aprovado,2016,0,720,637
1354,141,59052220,2014,1,FORMANDO,2014,1,8.3,5,Aprovado,2378,0,680,683
1355,142,59138490,2014,1,CANCELADO,2014,2,0,5,Reprovado,504,0,600,546
1356,142,59138490,2014,1,CANCELADO,2015,1,0.6,5,Reprovado,504,0,600,546
1357,142,59138490,2014,1,CANCELADO,2016,1,0,5,Reprovado,504,0,600,546
1358,143,59012060,2014,1,CANCELADO,2014,2,0.2,5,Reprovado,1789,0,800,637
1359,248,59088750,2014,1,CONCLUIDO,2014,1,5.8,5,Aprovado,816,0,600,679
1360,249,59151120,2014,1,ATIVO,2014,2,0.8,5,Reprovado,2116,0,720,648
1361,249,59151120,2014,1,ATIVO,2015,1,2.5,5,Reprovado,2116,0,720,648
1362,249,59151120,2014,1,ATIVO,2015,2,7,5,Aprovado,2116,0,720,648
1363,144,59070340,2014,1,FORMANDO,2014,2,10,5,Aprovado,2265,0,620,657
1364,145,59148783,2014,1,ATIVO,2014,2,1.4,5,Reprovado,2163,0,600,650
1365,145,59148783,2014,1,ATIVO,2015,1,4.3,5,Reprovado,2163,0,600,650
1366,145,59148783,2014,1,ATIVO,2015,2,5.7,5,Aprovado,2163,0,600,650
1367,146,59150666,2014,1,ATIVO,2014,2,5.8,5,Aprovado,1985,0,720,647
1368,147,59500000,2014,1,ATIVO,2014,2,7.6,5,Aprovado,2199,0,580,653
1369,250,59075750,2014,1,CANCELADO,2014,1,5.9,5,Aprovado,2274,0,560,670
1370,219,0,2014,1,TRANCADO,2014,1,1.1,5,Reprovado,0,0,0,
1371,219,0,2014,1,TRANCADO,2015,1,2.5,5,Reprovado,0,0,0,
1372,151,59032230,2014,1,CONCLUIDO,2014,1,7.7,5,Aprovado,2150,0,540,630
1373,152,59150220,2014,1,ATIVO,2014,2,4.6,5,Reprovado,2065,0,620,660
1374,152,59150220,2014,1,ATIVO,2015,1,6.6,5,Aprovado,2065,0,620,660
1375,153,59064320,2014,1,ATIVO,2014,2,2.4,5,Reprovado,2209,0,720,636
1376,153,59064320,2014,1,ATIVO,2015,1,3.4,5,Reprovado,2209,0,720,636
1377,154,59086360,2014,1,ATIVO,2014,2,5.9,5,Aprovado,2085,0,940,717
1378,155,59343000,2014,1,ATIVO,2014,2,0.8,5,Reprovado,1905,0,720,632
1379,155,59343000,2014,1,ATIVO,2015,1,6.7,5,Aprovado,1905,0,720,632
1380,156,59374000,2014,1,ATIVO,2014,2,3.3,5,Reprovado,784,0,780,714
1381,156,59374000,2014,1,ATIVO,2015,1,4.4,5,Reprovado,784,0,780,714
1382,157,59056140,2014,1,ATIVO,2014,2,1.2,5,Reprovado,2068,0,580,628
1383,157,59056140,2014,1,ATIVO,2015,1,1.2,5,Reprovado,2068,0,580,628
1384,158,59153150,2014,1,ATIVO,2015,2,5.5,5,Aprovado,638,0,460,530
1385,222,0,2014,1,CANCELADO,2016,2,10,5,Aprovado,0,0,0,
1386,159,46400000,2014,1,CANCELADO,2014,2,1,5,Reprovado,2154,0,800,677
1387,160,59122390,2014,1,ATIVO,2015,1,8,5,Aprovado,2243,0,680,650
1388,161,59082190,2014,1,CANCELADO,2014,2,0.2,5,Reprovado,1993,0,800,640
1389,162,59030470,2014,1,ATIVO,2014,2,7.9,5,Aprovado,2428,0,680,704
1390,163,59072610,2014,1,TRANCADO,2015,1,3.8,5,Reprovado,1860,0,740,603
1391,163,59072610,2014,1,TRANCADO,2015,2,2.1,5,Reprovado,1860,0,740,603
1392,163,59072610,2014,1,TRANCADO,2016,2,1.2,5,Reprovado,1860,0,740,603
1393,223,59607250,2014,1,CANCELADO,2014,1,0,5,Reprovado,2323,0,800,719
1394,164,59050110,2014,1,CANCELADO,2014,2,0.9,5,Reprovado,1908,0,800,637
1395,164,59050110,2014,1,CANCELADO,2015,1,1,5,Reprovado,1908,0,800,637
1396,165,59106114,2014,1,ATIVO,2014,2,5.3,5,Aprovado,2091,0,700,647
1397,166,59114253,2014,1,ATIVO,2014,2,5,5,Aprovado,1826,0,760,637
1398,167,59200000,2014,1,CANCELADO,2014,2,0.6,5,Reprovado,2015,0,580,622
1399,169,59347000,2014,1,CANCELADO,2014,2,6.6,5,Aprovado,1729,0,700,603
1400,0,59015430,2014,1,CANCELADO,2014,2,1,6,Reprovado,2172,0,640,618
1401,0,59015430,2014,1,CANCELADO,2015,1,0,6,Reprovado,2172,0,640,618
1402,1,59073120,2014,1,CANCELADO,2014,2,1.8,6,Reprovado,1955,0,660,615
1403,2,59072580,2014,1,ATIVO,2014,2,3.4,6,Reprovado,1959,0,560,600
1404,2,59072580,2014,1,ATIVO,2015,1,0.6,6,Reprovado,1959,0,560,600
1405,2,59072580,2014,1,ATIVO,2015,2,6.4,6,Aprovado,1959,0,560,600
1406,3,59088150,2014,1,ATIVO,2014,2,5.8,6,Aprovado,2235,0,760,673
1407,4,59064245,2014,1,CANCELADO,2014,2,4.7,6,Reprovado,2132,0,700,642
1408,4,59064245,2014,1,CANCELADO,2015,1,0,6,Reprovado,2132,0,700,642
1409,5,59112430,2014,1,ATIVO,2014,2,7.6,6,Aprovado,1991,0,520,581
1410,170,59151400,2014,1,CANCELADO,2016,1,1.5,6,Reprovado,2025,0,680,624
1411,172,59078040,2014,1,FORMANDO,2014,2,10,6,Aprovado,2597,0,960,798
1412,6,59152780,2014,1,CANCELADO,2014,2,4.2,6,Reprovado,2179,0,640,660
1413,6,59152780,2014,1,CANCELADO,2015,1,0.7,6,Reprovado,2179,0,640,660
1414,7,59020330,2014,1,ATIVO,2016,1,0,6,Reprovado,1923,0,720,647
1415,9,59145510,2014,1,CANCELADO,2014,2,7.3,6,Aprovado,2002,0,700,663
1416,10,59075260,2014,1,CANCELADO,2014,2,5.2,6,Aprovado,2268,0,760,698
1417,12,59547000,2014,1,ATIVO,2014,2,5.3,6,Aprovado,2261,0,520,634
1418,13,59082180,2014,1,CANCELADO,2014,2,6,6,Aprovado,1946,0,820,667
1419,14,59150500,2014,1,ATIVO,2014,2,5,6,Aprovado,2070,0,680,630
1420,16,59810000,2014,1,ATIVO,2014,2,9.7,6,Aprovado,2029,0,640,613
1421,17,59115190,2014,1,TRANCADO,2016,1,0,6,Reprovado,2002,0,580,634
1422,18,59050350,2014,1,CANCELADO,2014,2,7.8,6,Aprovado,2075,0,740,662
1423,19,59086300,2014,1,CANCELADO,2015,2,0,6,Reprovado,2492,0,540,695
1424,20,59090620,2014,1,ATIVO,2014,2,1.7,6,Reprovado,2079,0,640,616
1425,20,59090620,2014,1,ATIVO,2015,1,0,6,Reprovado,2079,0,640,616
1426,21,59324000,2014,1,ATIVO,2014,2,10,6,Aprovado,2119,0,800,689
1427,22,59054550,2014,1,CANCELADO,2014,2,3,6,Reprovado,2176,0,600,662
1428,23,59070750,2014,2,ATIVO,2015,1,0,6,Reprovado,622,0,520,553
1429,24,59280000,2014,1,CANCELADO,2014,2,5.7,6,Aprovado,2140,0,520,610
1430,232,59060370,2014,1,CANCELADO,2014,1,1.7,6,Reprovado,2232,0,600,660
1431,25,59115685,2014,1,ATIVO,2014,1,4,6,Reprovado,2258,0,780,695
1432,25,59115685,2014,1,ATIVO,2016,2,2.7,6,Reprovado,2258,0,780,695
1433,26,59290000,2014,1,ATIVO,2014,2,1.7,6,Reprovado,2005,0,780,617
1434,26,59290000,2014,1,ATIVO,2015,2,0.2,6,Reprovado,2005,0,780,617
1435,26,59290000,2014,1,ATIVO,2016,1,0.2,6,Reprovado,2005,0,780,617
1436,27,59040240,2014,1,ATIVO,2015,2,7.4,6,Aprovado,2343,0,780,733
1437,28,59149356,2014,1,CANCELADO,2015,2,0,6,Reprovado,1422,0,600,552
1438,29,59063280,2014,1,CANCELADO,2015,1,0,6,Reprovado,2175,0,680,649
1439,30,59094300,2014,1,ATIVO,2014,2,7,6,Aprovado,2229,0,560,658
1440,233,59080460,2014,1,CANCELADO,2014,2,5,6,Aprovado,1847,0,800,634
1441,31,59020400,2014,1,ATIVO,2015,2,9.5,6,Aprovado,2106,0,600,630
1442,33,59122495,2014,1,ATIVO,2014,2,6.8,6,Aprovado,2145,0,720,669
1443,34,51011480,2014,1,ATIVO,2014,2,7.2,6,Aprovado,1872,0,720,620
1444,35,59068310,2014,1,CANCELADO,2014,2,5.1,6,Aprovado,2068,0,560,630
1445,37,59037250,2014,1,ATIVO,2014,2,4.3,6,Reprovado,1843,0,680,609
1446,37,59037250,2014,1,ATIVO,2016,2,0,6,Reprovado,1843,0,680,609
1447,38,59124090,2014,1,ATIVO,2014,2,6.5,6,Aprovado,1936,0,660,617
1448,39,59090310,2014,1,ATIVO,2015,1,0,6,Reprovado,1997,0,720,611
1449,39,59090310,2014,1,ATIVO,2016,1,0.5,6,Reprovado,1997,0,720,611
1450,39,59090310,2014,1,ATIVO,2016,2,2.3,6,Reprovado,1997,0,720,611
1451,180,59141180,2014,1,CANCELADO,2014,1,2.8,6,Reprovado,1972,0,860,705
1452,41,59151250,2014,1,ATIVO,2014,2,7.6,6,Aprovado,2236,0,840,708
1453,42,59347000,2014,1,ATIVO,2014,2,7.6,6,Aprovado,612,0,520,542
1454,43,59145580,2014,1,CANCELADO,2014,2,5.3,6,Aprovado,2039,0,680,630
1455,45,59650000,2014,1,ATIVO,2014,2,9,6,Aprovado,2232,0,760,687
1456,46,59094390,2014,1,CANCELADO,2014,2,0.3,6,Reprovado,2026,0,680,636
1457,46,59094390,2014,1,CANCELADO,2015,1,0,6,Reprovado,2026,0,680,636
1458,46,59094390,2014,1,CANCELADO,2015,2,0,6,Reprovado,2026,0,680,636
1459,48,59150160,2014,1,ATIVO,2014,2,5,6,Aprovado,2203,0,460,619
1460,49,59074120,2014,1,CANCELADO,2015,1,0,6,Reprovado,2011,0,580,617
1461,50,59073143,2014,1,CANCELADO,2014,2,2,6,Reprovado,1858,0,540,606
1462,182,59153155,2014,1,FORMANDO,2014,2,10,6,Aprovado,2552,0,760,761
1463,51,59460000,2014,1,CANCELADO,2014,2,8,6,Aprovado,2408,0,720,682
1464,52,59120520,2014,1,CANCELADO,2014,2,0,6,Reprovado,2039,0,680,613
1465,53,59068570,2014,1,CANCELADO,2015,1,0,6,Reprovado,2017,0,760,645
1466,54,59037390,2014,1,ATIVO,2015,1,0,6,Reprovado,1745,0,680,602
1467,54,59037390,2014,1,ATIVO,2016,2,2,6,Reprovado,1745,0,680,602
1468,55,59082070,2014,1,ATIVO,2014,2,5,6,Aprovado,2262,0,560,652
1469,56,59114020,2014,1,CANCELADO,2014,2,2.7,6,Reprovado,2099,0,740,631
1470,56,59114020,2014,1,CANCELADO,2015,1,0,6,Reprovado,2099,0,740,631
1471,57,59149300,2014,1,ATIVO,2014,2,5.5,6,Aprovado,2101,0,680,653
1472,58,59073140,2014,1,CONCLUIDO,2014,2,7.4,6,Aprovado,2255,0,960,744
1473,59,59150300,2014,1,CANCELADO,2014,2,5,6,Aprovado,1962,0,600,642
1474,61,59151400,2014,1,ATIVO,2014,2,7.7,6,Aprovado,2223,0,600,668
1475,62,59090500,2014,1,ATIVO,2014,2,9,6,Aprovado,2349,0,780,730
1476,63,59115555,2014,1,ATIVO,2014,2,8.7,6,Aprovado,2255,0,1000,757
1477,64,59141300,2014,1,ATIVO,2014,2,5.5,6,Aprovado,1954,0,640,622
1478,65,59014020,2014,1,CANCELADO,2015,1,0.3,6,Reprovado,2173,0,720,684
1479,65,59014020,2014,1,CANCELADO,2015,2,2.3,6,Reprovado,2173,0,720,684
1480,65,59014020,2014,1,CANCELADO,2016,1,1.2,6,Reprovado,2173,0,720,684
1481,67,59132694,2014,1,CANCELADO,2014,2,0.3,6,Reprovado,2104,0,440,611
1482,68,85980000,2014,1,CANCELADO,2015,1,0,6,Reprovado,2331,0,640,660
1483,188,59151400,2014,1,ATIVO,2014,2,9.1,6,Aprovado,2567,0,460,699
1484,69,53240210,2014,1,ATIVO,2016,1,3.3,6,Reprovado,2129,0,720,656
1485,70,59022500,2014,1,ATIVO,2014,2,7,6,Aprovado,2424,0,720,698
1486,71,59062530,2014,1,ATIVO,2014,2,6.2,6,Aprovado,675,0,660,594
1487,72,59054220,2014,1,ATIVO,2014,2,7.2,6,Aprovado,2319,0,620,708
1488,74,6321200,2014,1,ATIVO,2014,2,8.1,6,Aprovado,2115,0,600,644
1489,75,59062570,2014,1,TRANCADO,2014,2,7,6,Aprovado,2293,0,640,672
1490,76,59075100,2014,1,TRANCADO,2014,2,4.5,6,Reprovado,2213,0,960,718
1491,76,59075100,2014,1,TRANCADO,2015,2,0,6,Reprovado,2213,0,960,718
1492,79,59590000,2014,1,FORMANDO,2014,2,10,6,Aprovado,2114,0,620,616
1493,80,59290000,2014,1,ATIVO,2014,2,5.3,6,Aprovado,695,0,800,698
1494,81,59149390,2014,1,CANCELADO,2014,2,5.2,6,Aprovado,2108,0,640,650
1495,82,59080370,2014,1,CANCELADO,2014,2,0.7,6,Reprovado,1954,0,500,599
1496,83,59148323,2014,1,ATIVO,2014,2,6.1,6,Aprovado,2101,0,560,639
1497,84,59149150,2014,1,CANCELADO,2015,1,0,6,Reprovado,1930,0,720,630
1498,194,59078410,2014,1,FORMANDO,2014,2,8.8,6,Aprovado,2566,0,600,721
1499,86,59145810,2014,1,ATIVO,2015,1,7.2,6,Aprovado,2165,0,760,668
1500,87,59082210,2014,1,ATIVO,2014,2,6.8,6,Aprovado,2043,0,560,616
1501,88,59082100,2014,1,CANCELADO,2016,1,1.2,6,Reprovado,1972,0,600,636
1502,90,59215970,2014,1,ATIVO,2014,2,4.5,6,Reprovado,2206,0,520,646
1503,90,59215970,2014,1,ATIVO,2015,1,2.6,6,Reprovado,2206,0,520,646
1504,90,59215970,2014,1,ATIVO,2016,1,7,6,Aprovado,2206,0,520,646
1505,92,59900000,2014,1,ATIVO,2014,2,8.3,6,Aprovado,2216,0,700,679
1506,93,59108245,2014,1,ATIVO,2014,2,5.7,6,Aprovado,1932,0,800,637
1507,94,59080115,2014,1,CANCELADO,2015,1,0.7,6,Reprovado,2049,0,580,613
1508,95,59132310,2014,1,ATIVO,2014,2,5.2,6,Aprovado,1800,0,800,647
1509,98,59124000,2014,1,ATIVO,2014,2,5,6,Aprovado,2135,0,600,641
1510,100,59110610,2014,1,TRANCADO,2014,2,1.3,6,Reprovado,2174,0,640,645
1511,100,59110610,2014,1,TRANCADO,2015,1,0,6,Reprovado,2174,0,640,645
1512,100,59110610,2014,1,TRANCADO,2016,1,0.3,6,Reprovado,2174,0,640,645
1513,100,59110610,2014,1,TRANCADO,2016,2,0.1,6,Reprovado,2174,0,640,645
1514,101,58401718,2014,1,ATIVO,2016,1,1.5,6,Reprovado,612,0,500,556
1515,101,58401718,2014,1,ATIVO,2016,2,0,6,Reprovado,612,0,500,556
1516,196,59155775,2014,1,ATIVO,2014,2,4.3,6,Reprovado,2007,0,880,622
1517,196,59155775,2014,1,ATIVO,2015,2,5.3,6,Aprovado,2007,0,880,622
1518,103,59152600,2014,1,ATIVO,2014,2,5.5,6,Aprovado,1927,0,760,644
1519,197,59086005,2014,1,ATIVO,2014,2,6.8,6,Aprovado,2319,0,900,745
1520,106,0,2014,1,CANCELADO,2014,2,5,6,Aprovado,0,0,0,
1521,107,59012570,2014,1,TRANCADO,2016,1,0,6,Reprovado,2152,0,680,641
1522,107,59012570,2014,1,TRANCADO,2016,2,0,6,Reprovado,2152,0,680,641
1523,198,0,2014,1,ATIVO,2014,2,5.5,6,Aprovado,0,0,0,
1524,108,59020030,2014,1,ATIVO,2014,2,5.2,6,Aprovado,2265,0,640,653
1525,109,59114660,2014,1,CANCELADO,2014,2,2.3,6,Reprovado,2120,0,520,619
1526,109,59114660,2014,1,CANCELADO,2015,1,0.9,6,Reprovado,2120,0,520,619
1527,110,59075190,2014,1,ATIVO,2014,2,4.7,6,Reprovado,2304,0,620,692
1528,110,59075190,2014,1,ATIVO,2015,1,0,6,Reprovado,2304,0,620,692
1529,110,59075190,2014,1,ATIVO,2016,2,5.7,6,Aprovado,2304,0,620,692
1530,111,59056180,2014,1,ATIVO,2014,2,5.3,6,Aprovado,2240,0,840,688
1531,112,59152070,2014,1,ATIVO,2014,2,4,6,Reprovado,2276,0,540,654
1532,112,59152070,2014,1,ATIVO,2015,1,0.3,6,Reprovado,2276,0,540,654
1533,112,59152070,2014,1,ATIVO,2015,2,7.3,6,Aprovado,2276,0,540,654
1534,199,59152600,2014,1,FORMADO,2014,1,9.4,6,Aprovado,2778,0,840,847
1535,200,59161050,2014,1,FORMANDO,2014,2,8.4,6,Aprovado,2439,0,900,774
1536,114,59075810,2014,1,CANCELADO,2014,2,8.2,6,Aprovado,2099,0,800,692
1537,115,59400000,2014,1,ATIVO,2015,1,0.8,6,Reprovado,2064,0,820,642
1538,115,59400000,2014,1,ATIVO,2015,2,9.9,6,Aprovado,2064,0,820,642
1539,251,59086430,2014,1,CANCELADO,2014,1,0,6,Reprovado,2162,0,700,675
1540,204,63900000,2014,1,ATIVO,2016,2,0,6,Reprovado,2060,0,680,653
1541,118,59075710,2014,1,CANCELADO,2014,2,2.3,6,Reprovado,2126,0,740,678
1542,118,59075710,2014,1,CANCELADO,2015,1,0.1,6,Reprovado,2126,0,740,678
1543,119,59075010,2014,1,CANCELADO,2014,2,6.2,6,Aprovado,1688,0,800,612
1544,120,59065030,2014,1,ATIVO,2014,2,7.2,6,Aprovado,2110,0,660,651
1545,121,59162000,2014,1,ATIVO,2014,2,6.2,6,Aprovado,2171,0,660,643
1546,206,59290000,2014,1,CANCELADO,2015,1,1,6,Reprovado,2165,0,760,679
1547,122,59082370,2014,1,CANCELADO,2014,2,5,6,Aprovado,803,0,520,622
1548,123,59030180,2014,1,ATIVO,2015,1,8.9,6,Aprovado,2396,0,860,740
1549,124,59070620,2014,1,CANCELADO,2015,2,0.2,6,Reprovado,2014,0,700,643
1550,124,59070620,2014,1,CANCELADO,2016,1,0,6,Reprovado,2014,0,700,643
1551,125,59140840,2014,1,ATIVO,2014,2,8.2,6,Aprovado,2139,0,660,658
1552,127,59280000,2014,1,TRANCADO,2014,2,3.8,6,Reprovado,2038,0,640,647
1553,127,59280000,2014,1,TRANCADO,2015,1,0.8,6,Reprovado,2038,0,640,647
1554,127,59280000,2014,1,TRANCADO,2016,1,5.3,6,Aprovado,2038,0,640,647
1555,128,59290000,2014,1,ATIVO,2014,2,5,6,Aprovado,1983,0,520,612
1556,129,59123700,2014,1,ATIVO,2014,2,6,6,Aprovado,671,0,560,549
1557,130,59110400,2014,1,ATIVO,2014,2,5,6,Aprovado,2149,0,600,655
1558,131,59310000,2014,1,ATIVO,2014,2,8.1,6,Aprovado,2074,0,640,635
1559,132,59064230,2014,1,ATIVO,2014,2,3.5,6,Reprovado,1946,0,720,625
1560,132,59064230,2014,1,ATIVO,2015,1,0.1,6,Reprovado,1946,0,720,625
1561,210,59380000,2014,1,ATIVO,2014,2,5.2,6,Aprovado,2246,0,680,689
1562,211,59066020,2014,1,FORMADO,2014,2,8.7,6,Aprovado,2443,0,600,663
1563,133,5163000,2014,1,ATIVO,2014,2,7,6,Aprovado,2125,0,740,667
1564,136,59650000,2014,1,ATIVO,2014,2,9.2,6,Aprovado,2135,0,600,639
1565,137,59122080,2014,1,ATIVO,2014,2,6.6,6,Aprovado,2180,0,440,604
1566,140,59080040,2014,1,TRANCADO,2014,2,6.2,6,Aprovado,2016,0,720,637
1567,141,59052220,2014,1,FORMANDO,2014,1,8.4,6,Aprovado,2378,0,680,683
1568,142,59138490,2014,1,CANCELADO,2015,1,0.1,6,Reprovado,504,0,600,546
1569,142,59138490,2014,1,CANCELADO,2015,2,0.2,6,Reprovado,504,0,600,546
1570,142,59138490,2014,1,CANCELADO,2016,1,0.2,6,Reprovado,504,0,600,546
1571,252,59114420,2014,1,CANCELADO,2015,2,0,6,Reprovado,2221,0,760,676
1572,143,59012060,2014,1,CANCELADO,2014,2,0,6,Reprovado,1789,0,800,637
1573,143,59012060,2014,1,CANCELADO,2016,1,0,6,Reprovado,1789,0,800,637
1574,144,59070340,2014,1,FORMANDO,2014,2,8.7,6,Aprovado,2265,0,620,657
1575,145,59148783,2014,1,ATIVO,2015,1,8.1,6,Aprovado,2163,0,600,650
1576,146,59150666,2014,1,ATIVO,2014,2,7.5,6,Aprovado,1985,0,720,647
1577,147,59500000,2014,1,ATIVO,2014,2,6.2,6,Aprovado,2199,0,580,653
1578,149,59108000,2014,1,CANCELADO,2014,2,6.3,6,Aprovado,2019,0,760,647
1579,219,0,2014,1,TRANCADO,2014,2,3,6,Reprovado,0,0,0,
1580,219,0,2014,1,TRANCADO,2015,1,0.3,6,Reprovado,0,0,0,
1581,152,59150220,2014,1,ATIVO,2014,2,7.2,6,Aprovado,2065,0,620,660
1582,153,59064320,2014,1,ATIVO,2014,2,7,6,Aprovado,2209,0,720,636
1583,154,59086360,2014,1,ATIVO,2014,2,7.2,6,Aprovado,2085,0,940,717
1584,155,59343000,2014,1,ATIVO,2014,2,6.2,6,Aprovado,1905,0,720,632
1585,156,59374000,2014,1,ATIVO,2014,2,5,6,Aprovado,784,0,780,714
1586,157,59056140,2014,1,ATIVO,2014,2,5.2,6,Aprovado,2068,0,580,628
1587,158,59153150,2014,1,ATIVO,2014,2,5.2,6,Aprovado,638,0,460,530
1588,159,46400000,2014,1,CANCELADO,2014,2,1.5,6,Reprovado,2154,0,800,677
1589,160,59122390,2014,1,ATIVO,2015,1,7.5,6,Aprovado,2243,0,680,650
